29700622,1998-01-29,16612737,16612755
29700601,1998-01-26,16612737,16612756
29700587,1998-01-24,16612737,16612757
29700581,1998-01-23,16612737,16612738
29700558,1998-01-20,16612737,16612749
29700530,1998-01-16,16612737,16612744
29700517,1998-01-14,16612737,16612742
29700482,1998-01-09,16612737,16612764
29700368,1997-12-22,16612737,16612762
29700343,1997-12-19,16612737,16612747
29700332,1997-12-17,16612737,16612739
29700269,1997-12-09,16612737,16612748
29700214,1997-11-30,16612737,16612759
29700208,1997-11-29,16612737,16612766
29700146,1997-11-20,16612737,16612752
29700130,1997-11-18,16612737,16612764
29700123,1997-11-16,16612737,16612746
29700105,1997-11-14,16612737,16612758
29700083,1997-11-11,16612737,166127
29700057,1997-11-07,16612737,16612741
29700033,1997-11-04,16612737,16612765
29700016,1997-11-01,16612737,16612761
29601175,1997-04-19,16612737,16612755
29601146,1997-04-15,16612737,16612751
29601075,1997-04-05,16612737,16612752
29601065,1997-04-04,16612737,16612765
29601026,1997-03-29,16612737,16612758
29601010,1997-03-27,16612737,16612746
29600993,1997-03-25,16612737,16612757
29600969,1997-03-21,16612737,16612742
29600956,1997-03-19,16612737,16612754
29600939,1997-03-17,16612737,16612753
29600916,1997-03-14,16612737,166127
29600890,1997-03-11,16612737,16612762
29600863,1997-03-07,16612737,16612749
29600841,1997-03-04,16612737,16612739
29600813,1997-02-28,16612737,16612747
29600784,1997-02-24,16612737,16612744
29600770,1997-02-22,16612737,16612766
29600762,1997-02-21,16612737,16612745
29600745,1997-02-19,16612737,16612754
29600709,1997-02-14,16612737,16612741
29600695,1997-02-12,16612737,16612761
29600592,1997-01-25,16612737,16612738
29600586,1997-01-24,16612737,16612764
29600554,1997-01-20,16612737,16612766
29600541,1997-01-18,16612737,16612749
29600525,1997-01-16,16612737,16612753
29600509,1997-01-14,16612737,166127
29600491,1997-01-11,16612737,16612759
29600461,1997-01-07,16612737,16612756
29600443,1997-01-04,16612737,16612752
29600384,1996-12-26,16612737,16612741
29600351,1996-12-20,16612737,16612751
29600310,1996-12-14,16612737,16612755
29600276,1996-12-10,16612737,16612743
29600260,1996-12-07,16612737,16612761
29600226,1996-12-03,16612737,16612738
29600201,1996-11-29,16612737,16612764
29600181,1996-11-26,16612737,16612763
29600108,1996-11-15,16612737,16612748
29600082,1996-11-12,16612737,16612739
29600017,1996-11-02,16612737,16612765
22401186,2025-04-13,16612737,16612753
22401136,2025-04-06,16612737,16612762
22401128,2025-04-05,16612737,16612752
22401097,2025-04-01,16612737,16612757
22401031,2025-03-23,16612737,16612755
22401025,2025-03-22,16612737,16612744
22400960,2025-03-14,16612737,16612746
22400945,2025-03-12,16612737,16612766
22400928,2025-03-10,16612737,16612755
22400914,2025-03-08,16612737,16612754
22400899,2025-03-06,16612737,16612754
22400884,2025-03-04,16612737,16612749
22400851,2025-02-28,16612737,166127
22400825,2025-02-24,16612737,16612748
22400814,2025-02-23,16612737,16612765
22400790,2025-02-20,16612737,16612753
22400736,2025-02-07,16612737,16612749
22400719,2025-02-05,16612737,16612759
22400639,2025-01-25,16612737,16612761
22400623,2025-01-23,16612737,16612761
22400612,2025-01-22,16612737,16612765
22400556,2025-01-14,16612737,16612756
22400532,2025-01-28,16612737,16612745
22400427,2024-12-28,16612737,16612748
22400413,2024-12-26,16612737,16612741
22400395,2024-12-23,16612737,166127
22400378,2024-12-21,16612737,16612763
22400350,2024-12-08,16612737,16612743
22400334,2024-12-06,16612737,16612747
22400315,2024-12-02,16612737,166127
22400280,2024-11-25,16612737,16612742
22400198,2024-11-09,16612737,16612741
22400171,2024-11-06,16612737,16612752
22400157,2024-11-04,16612737,16612738
22400135,2024-11-01,16612737,16612758
22400103,2024-10-28,16612737,16612764
22400079,2024-10-25,16612737,16612766
22400064,2024-10-23,16612737,16612751
22400041,2024-11-29,16612737,16612739
22400012,2024-11-15,16612737,16612764
22301209,2023-12-06,16612737,16612751
22301159,2024-04-10,16612737,16612766
22301147,2024-04-09,16612737,16612748
22301104,2024-04-03,16612737,16612765
22301076,2024-03-30,16612737,16612749
22301060,2024-03-28,16612737,16612738
22301051,2024-03-27,16612737,16612757
22301034,2024-03-25,16612737,16612738
22301021,2024-03-23,16612737,16612766
22300925,2024-03-10,16612737,166127
22300895,2024-03-06,16612737,16612739
22300835,2024-02-27,16612737,16612762
22300821,2024-02-25,16612737,16612753
22300804,2024-02-23,16612737,16612761
22300763,2024-02-12,16612737,16612741
22300754,2024-02-10,16612737,16612745
22300716,2024-02-05,16612737,16612746
22300699,2024-02-03,16612737,16612744
22300690,2024-02-02,16612737,16612756
22300669,2024-01-30,16612737,16612747
22300653,2024-01-28,16612737,16612761
22300634,2024-01-26,16612737,16612742
22300595,2024-01-20,16612737,16612739
22300570,2024-01-17,16612737,16612753
22300559,2024-01-15,16612737,16612759
22300543,2024-01-13,16612737,16612764
22300533,2024-01-12,16612737,16612754
22300521,2024-01-10,16612737,16612755
22300467,2024-01-03,16612737,166127
22300431,2023-12-29,16612737,16612758
22300393,2023-12-23,16612737,16612763
22300352,2023-12-18,16612737,16612765
22300296,2023-12-11,16612737,16612743
22300227,2023-11-22,16612737,16612751
22300193,2023-11-15,16612737,16612752
22300175,2023-11-11,16612737,16612748
22300117,2023-11-01,16612737,16612764
22300104,2023-10-30,16612737,166127
22300079,2023-10-27,16612737,16612752
22300039,2023-11-21,16612737,16612754
22300029,2023-11-17,16612737,16612755
22201205,2023-04-07,16612737,16612755
22201191,2023-04-05,16612737,16612764
22201167,2023-04-02,16612737,16612742
22201131,2023-03-28,16612737,16612739
22201115,2023-03-26,16612737,16612763
22201107,2023-03-25,16612737,16612754
22201078,2023-03-21,16612737,16612765
22201048,2023-03-17,16612737,16612744
22201021,2023-03-13,16612737,166127
22201008,2023-03-11,16612737,16612738
22200947,2023-03-03,16612737,16612757
22200923,2023-02-28,16612737,16612764
22200911,2023-02-26,16612737,16612751
22200896,2023-02-24,16612737,16612739
22200876,2023-02-15,16612737,16612752
22200850,2023-02-11,16612737,16612759
22200832,2023-02-09,16612737,16612756
22200745,2023-01-28,16612737,16612746
22200694,2023-01-21,16612737,16612766
22200684,2023-01-20,16612737,16612752
22200661,2023-01-16,16612737,16612748
22200620,2023-01-11,16612737,16612749
22200530,2022-12-30,16612737,16612747
22200517,2022-12-28,16612737,16612751
22200481,2022-12-23,16612737,16612765
22200468,2022-12-21,16612737,16612741
22200454,2022-12-19,16612737,16612753
22200400,2022-12-11,16612737,16612741
22200354,2022-12-05,16612737,166127
22200327,2022-12-02,16612737,16612743
22200293,2022-11-27,16612737,16612748
22200263,2022-11-23,16612737,16612758
22200235,2022-11-19,16612737,16612761
22200214,2022-11-16,16612737,16612738
22200173,2022-11-10,16612737,16612755
22200162,2022-11-09,16612737,16612762
22200149,2022-11-07,16612737,16612749
22200134,2022-11-05,16612737,166127
22200038,2022-10-23,16612737,16612766
22200020,2022-10-21,16612737,16612753
22200005,2022-10-19,16612737,16612745
22101192,2022-04-06,16612737,16612764
22101163,2022-04-02,16612737,16612751
22101102,2022-03-25,16612737,16612744
22101064,2022-03-20,16612737,166127
22101047,2022-03-18,16612737,16612763
22101021,2022-03-14,16612737,16612757
22101016,2022-03-13,16612737,16612754
22100996,2022-03-11,16612737,16612746
22100906,2022-02-26,16612737,16612761
22100867,2022-02-15,16612737,16612739
22100841,2022-02-11,16612737,16612759
22100816,2022-02-08,16612737,16612754
22100783,2022-02-03,16612737,16612756
22100767,2022-01-31,16612737,16612761
22100751,2022-01-30,16612737,16612747
22100737,2022-01-28,16612737,16612738
22100725,2022-01-26,16612737,16612758
22100710,2022-03-03,16612737,16612741
22100687,2022-01-21,16612737,16612748
22100670,2022-01-19,16612737,166127
22100660,2022-01-17,16612737,16612749
22100643,2022-01-15,16612737,16612752
22100621,2022-01-12,16612737,16612748
22100502,2021-12-27,16612737,16612741
22100470,2021-12-22,16612737,16612753
22100452,2022-03-31,16612737,16612739
22100434,2021-12-17,16612737,16612743
22100407,2021-12-13,16612737,16612745
22100384,2021-12-10,16612737,16612751
22100350,2021-12-05,16612737,16612766
22100335,2021-12-03,16612737,16612755
22100293,2021-11-27,16612737,16612752
22100255,2021-11-22,16612737,166127
22100242,2021-11-20,16612737,16612766
22100215,2021-11-17,16612737,16612738
22100202,2021-11-15,16612737,16612753
22100193,2021-11-14,16612737,16612749
22100120,2021-11-04,16612737,16612762
22100097,2021-11-01,16612737,16612764
22100043,2021-10-25,16612737,16612765
22100014,2021-10-21,16612737,16612742
22001066,2021-05-16,16612737,16612745
22001049,2021-05-13,16612737,16612753
22001042,2021-05-12,16612737,16612764
22001026,2021-05-10,16612737,16612764
22000992,2021-05-05,16612737,16612756
22000978,2021-05-03,16612737,16612757
22000959,2021-05-01,16612737,16612741
22000913,2021-04-25,16612737,16612749
22000898,2021-04-23,16612737,16612748
22000876,2021-04-20,16612737,16612753
22000861,2021-04-18,16612737,16612754
22000840,2021-04-15,16612737,16612749
22000791,2021-04-09,16612737,16612741
22000780,2021-04-07,16612737,16612763
22000770,2021-04-06,16612737,166127
22000759,2021-04-04,16612737,16612744
22000626,2021-03-18,16612737,166127
22000597,2021-03-14,16612737,16612739
22000590,2021-03-13,16612737,16612758
22000490,2021-02-24,16612737,16612738
22000470,2021-02-21,16612737,16612743
22000407,2021-02-13,16612737,16612754
22000397,2021-02-12,16612737,16612759
22000356,2021-02-06,16612737,16612761
22000338,2021-02-04,16612737,16612762
22000330,2021-02-03,16612737,16612742
22000313,2021-02-01,16612737,16612747
22000274,2021-01-27,16612737,16612751
22000268,2021-01-26,16612737,16612746
22000219,2021-01-20,16612737,16612765
22000205,2021-01-18,16612737,166127
22000153,2021-01-11,16612737,16612755
22000110,2021-01-06,16612737,16612766
22000095,2021-01-04,16612737,16612752
22000083,2021-01-02,16612737,16612739
22000041,2020-12-28,16612737,16612765
21900969,2020-03-11,16612737,16612752
21900957,2020-03-09,16612737,16612766
21900905,2020-03-02,16612737,16612763
21900888,2020-02-29,16612737,16612757
21900878,2020-02-28,16612737,16612751
21900867,2020-02-26,16612737,16612753
21900837,2020-02-22,16612737,16612742
21900821,2020-02-20,16612737,16612748
21900787,2020-02-09,16612737,16612752
21900745,2020-02-03,16612737,16612738
21900716,2020-01-30,16612737,16612755
21900687,2020-01-26,16612737,16612764
21900656,2020-01-22,16612737,16612746
21900640,2020-01-20,16612737,16612761
21900629,2020-01-18,16612737,16612765
21900598,2020-01-14,16612737,16612756
21900558,2020-01-08,16612737,16612745
21900543,2020-01-06,16612737,16612743
21900526,2020-01-04,16612737,16612754
21900469,2019-12-27,16612737,16612749
21900416,2019-12-19,16612737,16612762
21900390,2019-12-15,16612737,16612747
21900373,2019-12-13,16612737,16612754
21900309,2019-12-04,16612737,16612751
21900295,2019-12-02,16612737,16612744
21900243,2019-11-25,16612737,166127
21900228,2019-11-23,16612737,16612761
21900204,2019-11-20,16612737,16612749
21900119,2019-11-08,16612737,16612758
21900105,2019-11-06,16612737,16612741
21900099,2019-11-05,16612737,16612759
21900066,2019-10-31,16612737,16612748
21900043,2019-10-28,16612737,16612755
21900028,2019-10-26,16612737,16612753
21801220,2019-04-10,16612737,16612754
21801168,2019-04-03,16612737,16612755
21801145,2019-03-31,16612737,16612749
21801131,2019-03-29,16612737,16612757
21801088,2019-03-23,16612737,16612755
21801076,2019-03-21,16612737,16612762
21801060,2019-03-19,16612737,16612745
21801016,2019-03-13,16612737,16612763
21800995,2019-03-10,16612737,166127
21800987,2019-03-09,16612737,16612751
21800968,2019-03-06,16612737,16612759
21800928,2019-03-01,16612737,16612741
21800912,2019-02-27,16612737,166127
21800883,2019-02-23,16612737,16612756
21800877,2019-02-22,16612737,16612765
21800865,2019-02-14,16612737,16612752
21800848,2019-02-12,16612737,16612747
21800837,2019-02-10,16612737,16612753
21800827,2019-02-09,16612737,16612766
21800813,2019-02-07,16612737,16612761
21800695,2019-01-21,16612737,16612753
21800683,2019-01-19,16612737,16612738
21800653,2019-01-15,16612737,166127
21800640,2019-01-13,16612737,16612749
21800587,2019-01-06,16612737,16612748
21800529,2018-12-29,16612737,16612739
21800504,2018-12-26,16612737,16612754
21800452,2018-12-18,16612737,16612764
21800380,2018-12-08,16612737,16612743
21800357,2018-12-05,16612737,16612764
21800344,2018-12-03,16612737,16612744
21800288,2018-11-25,16612737,16612766
21800268,2018-11-23,16612737,16612738
21800254,2018-11-21,16612737,16612761
21800243,2018-11-19,16612737,16612746
21800169,2018-11-09,16612737,16612765
21800155,2018-11-07,16612737,16612752
21800128,2018-11-03,16612737,16612748
21800114,2018-11-01,16612737,16612758
21800076,2018-10-27,16612737,16612741
21800052,2018-10-24,16612737,16612742
21701214,2018-04-10,16612737,16612755
21701172,2018-04-04,16612737,16612748
21701147,2018-04-01,16612737,16612753
21701130,2018-03-30,16612737,16612755
21701021,2018-03-15,16612737,16612766
21701007,2018-03-13,16612737,166127
21700993,2018-03-11,16612737,16612741
21700943,2018-03-04,16612737,16612756
21700928,2018-03-02,16612737,16612744
21700915,2018-02-28,16612737,16612754
21700897,2018-02-26,16612737,16612747
21700834,2018-02-11,16612737,16612765
21700819,2018-02-09,16612737,16612739
21700799,2018-02-06,16612737,16612763
21700755,2018-01-31,16612737,16612766
21700739,2018-01-29,16612737,166127
21700726,2018-01-27,16612737,16612764
21700705,2018-01-24,16612737,16612761
21700688,2018-01-22,16612737,16612762
21700675,2018-01-20,16612737,16612741
21700654,2018-01-17,16612737,166127
21700641,2018-01-15,16612737,16612759
21700621,2018-01-12,16612737,16612751
21700533,2017-12-30,16612737,16612757
21700508,2017-12-27,16612737,16612764
21700484,2017-12-23,16612737,16612742
21700455,2017-12-20,16612737,16612754
21700443,2017-12-18,16612737,16612748
21700413,2017-12-14,16612737,16612765
21700378,2017-12-09,16612737,16612753
21700342,2017-12-04,16612737,16612751
21700313,2017-11-30,16612737,16612739
21700280,2017-11-25,16612737,16612761
21700268,2017-11-24,16612737,16612752
21700256,2017-11-22,16612737,16612746
21700230,2017-11-18,16612737,16612738
21700204,2017-11-15,16612737,16612758
21700146,2017-11-06,16612737,16612738
21700123,2017-11-03,16612737,16612745
21700085,2017-10-29,16612737,16612749
21700072,2017-10-27,16612737,16612743
21601212,2017-04-11,16612737,16612766
21601197,2017-04-09,16612737,16612739
21601177,2017-04-06,16612737,16612738
21601106,2017-03-28,16612737,16612756
21601088,2017-03-26,16612737,16612751
21601029,2017-03-18,16612737,16612757
21601017,2017-03-16,16612737,16612763
21600969,2017-03-10,16612737,16612761
21600950,2017-03-08,16612737,16612751
21600937,2017-03-06,16612737,16612744
21600927,2017-03-05,16612737,16612754
21600913,2017-03-03,16612737,16612739
21600897,2017-03-01,16612737,16612742
21600863,2017-02-24,16612737,16612748
21600785,2017-02-08,16612737,16612743
21600772,2017-02-06,16612737,16612762
21600756,2017-02-04,16612737,16612753
21600711,2017-01-29,16612737,16612752
21600702,2017-01-27,16612737,16612764
21600667,2017-01-23,16612737,16612746
21600653,2017-01-21,16612737,16612755
21600647,2017-01-20,16612737,16612741
21600607,2017-01-15,16612737,16612749
21600597,2017-01-13,16612737,16612738
21600508,2017-01-01,16612737,16612759
21600498,2016-12-30,16612737,16612765
21600478,2016-12-28,16612737,16612752
21600430,2016-12-21,16612737,166127
21600401,2016-12-17,16612737,16612766
21600369,2016-12-13,16612737,16612753
21600324,2016-12-07,16612737,16612748
21600307,2016-12-05,16612737,166127
21600288,2016-12-02,16612737,16612765
21600209,2016-11-22,16612737,166127
21600163,2016-11-16,16612737,16612749
21600132,2016-11-12,16612737,16612755
21600111,2016-11-09,16612737,16612741
21600084,2016-11-05,16612737,16612745
21600059,2016-11-02,16612737,16612747
21600044,2016-10-31,16612737,16612758
21600014,2016-10-27,16612737,16612764
21501188,2016-04-09,16612737,16612738
21501173,2016-04-07,16612737,16612761
21501157,2016-04-05,16612737,16612756
21501131,2016-04-01,16612737,16612739
21501076,2016-03-25,16612737,16612749
21501048,2016-03-21,16612737,16612764
21501029,2016-03-19,16612737,16612745
21501015,2016-03-17,16612737,16612743
21500984,2016-03-13,16612737,16612754
21500974,2016-03-12,16612737,16612763
21500878,2016-02-28,16612737,16612766
21500865,2016-02-26,16612737,16612741
21500836,2016-02-22,16612737,16612744
21500819,2016-02-20,16612737,16612749
21500808,2016-02-19,16612737,16612748
21500780,2016-02-08,16612737,16612753
21500750,2016-02-05,16612737,16612754
21500723,2016-02-01,16612737,16612742
21500687,2016-01-27,16612737,16612746
21500620,2016-01-18,16612737,16612753
21500602,2016-01-16,16612737,16612751
21500551,2016-01-09,16612737,16612741
21500521,2016-01-05,16612737,16612752
21500442,2015-12-26,16612737,16612752
21500429,2015-12-23,16612737,16612765
21500413,2015-12-21,16612737,16612757
21500376,2015-12-16,16612737,16612755
21500360,2015-12-14,16612737,16612748
21500347,2015-12-12,16612737,16612759
21500286,2015-12-04,16612737,16612747
21500272,2015-12-02,16612737,16612761
21500256,2015-11-30,16612737,166127
21500210,2015-11-24,16612737,16612738
21500169,2015-11-18,16612737,16612758
21500148,2015-11-15,16612737,16612762
21500117,2015-11-11,16612737,166127
21500101,2015-11-09,16612737,166127
21500086,2015-11-07,16612737,16612764
21500062,2015-11-04,16612737,16612751
21500026,2015-10-30,16612737,16612766
21500001,2015-10-27,16612737,16612765
21401205,2015-04-13,16612737,16612752
21401176,2015-04-10,16612737,16612766
21401154,2015-04-07,16612737,16612756
21401138,2015-04-04,16612737,16612751
21401103,2015-03-30,16612737,16612749
21401077,2015-03-27,16612737,16612748
21401039,2015-03-22,16612737,16612759
21400939,2015-03-09,16612737,16612758
21400915,2015-03-06,16612737,16612739
21400892,2015-03-03,16612737,16612745
21400858,2015-02-27,16612737,16612753
21400843,2015-02-25,16612737,16612742
21400805,2015-02-20,16612737,16612761
21400749,2015-02-06,16612737,16612744
21400732,2015-02-04,16612737,16612764
21400708,2015-01-31,16612737,16612755
21400697,2015-01-30,16612737,16612757
21400683,2015-01-28,16612737,16612751
21400661,2015-01-25,16612737,166127
21400642,2015-01-23,16612737,166127
21400628,2015-01-21,16612737,16612754
21400613,2015-01-19,16612737,16612765
21400558,2015-01-11,16612737,16612764
21400526,2015-01-07,16612737,16612763
21400466,2014-12-30,16612737,16612739
21400434,2014-12-26,16612737,16612749
21400420,2014-12-23,16612737,16612746
21400358,2014-12-15,16612737,16612741
21400330,2014-12-12,16612737,16612753
21400319,2014-12-10,16612737,16612755
21400295,2014-12-07,16612737,16612743
21400254,2014-12-02,16612737,16612738
21400237,2014-11-29,16612737,16612766
21400225,2014-11-28,16612737,166127
21400215,2014-11-26,16612737,16612761
21400174,2014-11-21,16612737,16612765
21400155,2014-11-18,16612737,16612747
21400124,2014-11-14,16612737,16612748
21400110,2014-11-12,16612737,16612762
21400084,2014-11-08,16612737,16612752
21400032,2014-11-01,16612737,16612754
21301207,2014-04-14,16612737,16612766
21301192,2014-04-12,16612737,16612748
21301166,2014-04-09,16612737,16612738
21301132,2014-04-04,16612737,16612739
21301120,2014-04-02,16612737,16612741
21301103,2014-03-31,16612737,16612755
21301071,2014-03-27,16612737,16612757
21301048,2014-03-24,16612737,16612756
21301025,2014-03-21,16612737,166127
21301004,2014-03-18,16612737,16612761
21300983,2014-03-15,16612737,16612743
21300969,2014-03-13,16612737,16612749
21300849,2014-02-25,16612737,16612741
21300827,2014-02-22,16612737,16612752
21300804,2014-02-19,16612737,16612764
21300750,2014-02-08,16612737,16612763
21300721,2014-02-04,16612737,16612754
21300699,2014-02-01,16612737,166127
21300677,2014-04-08,16612737,16612765
21300635,2014-01-24,16612737,16612759
21300612,2014-01-20,16612737,16612748
21300579,2014-01-16,16612737,16612751
21300533,2014-01-10,16612737,16612745
21300522,2014-01-08,16612737,16612754
21300483,2014-01-03,16612737,16612744
21300440,2013-12-28,16612737,16612766
21300384,2013-12-20,16612737,16612762
21300372,2013-12-18,16612737,16612758
21300357,2013-12-16,16612737,16612747
21300332,2013-12-13,16612737,16612764
21300313,2013-12-10,16612737,166127
21300282,2013-12-06,16612737,16612739
21300270,2013-12-04,16612737,16612746
21300231,2013-11-29,16612737,16612742
21300213,2013-11-26,16612737,16612753
21300190,2013-11-23,16612737,16612738
21300166,2013-11-20,16612737,16612765
21300127,2013-11-15,16612737,16612755
21300116,2013-11-13,16612737,16612752
21300086,2013-11-09,16612737,16612753
21300023,2013-11-01,16612737,16612761
21201213,2013-04-16,16612737,16612761
21201179,2013-04-12,16612737,16612749
21201129,2013-04-05,16612737,16612755
21201113,2013-04-03,16612737,16612752
21201101,2013-04-01,16612737,16612739
21201086,2013-03-30,16612737,16612753
21201025,2013-03-22,16612737,16612757
21201011,2013-03-20,16612737,16612749
21200996,2013-03-18,16612737,16612742
21200972,2013-03-15,16612737,16612756
21200960,2013-03-13,16612737,16612747
21200927,2013-03-09,16612737,16612751
21200902,2013-03-06,16612737,16612755
21200816,2013-02-22,16612737,16612758
21200802,2013-02-20,16612737,16612748
21200738,2013-02-08,16612737,166127
21200725,2013-02-06,16612737,16612763
21200696,2013-02-02,16612737,16612741
21200674,2013-01-30,16612737,16612761
21200633,2013-01-25,16612737,16612738
21200608,2013-01-21,16612737,166127
21200594,2013-01-19,16612737,16612759
21200572,2013-01-16,16612737,16612751
21200533,2013-01-11,16612737,16612762
21200489,2013-01-05,16612737,16612738
21200438,2012-12-29,16612737,16612754
21200414,2012-12-26,16612737,16612765
21200391,2012-12-22,16612737,16612741
21200371,2012-12-19,16612737,166127
21200337,2012-12-15,16612737,16612744
21200322,2012-12-13,16612737,16612766
21200273,2012-12-07,16612737,16612764
21200260,2012-12-05,16612737,16612743
21200227,2012-11-30,16612737,16612739
21200212,2012-11-28,16612737,16612766
21200185,2012-11-24,16612737,16612746
21200162,2012-11-21,16612737,16612764
21200149,2012-11-19,16612737,16612753
21200072,2012-11-09,16612737,16612748
21200055,2012-11-07,16612737,16612754
21200018,2012-11-02,16612737,16612745
21100983,2012-04-26,16612737,16612742
21100966,2012-04-24,16612737,16612746
21100951,2012-04-22,16612737,16612752
21100938,2012-04-20,16612737,16612738
21100922,2012-04-18,16612737,16612765
21100896,2012-04-15,16612737,16612761
21100818,2012-04-06,16612737,16612765
21100802,2012-04-04,16612737,16612766
21100760,2012-03-30,16612737,16612752
21100749,2012-03-28,16612737,16612741
21100722,2012-03-25,16612737,16612762
21100703,2012-03-23,16612737,16612751
21100687,2012-03-21,16612737,16612739
21100672,2012-03-19,16612737,16612738
21100646,2012-03-16,16612737,16612764
21100540,2012-03-03,16612737,166127
21100530,2012-03-02,16612737,16612749
21100516,2012-02-29,16612737,16612744
21100500,2012-02-23,16612737,16612753
21100411,2012-02-12,16612737,16612748
21100379,2012-02-08,16612737,16612754
21100362,2012-02-06,16612737,16612756
21100343,2012-02-04,16612737,16612755
21100326,2012-02-02,16612737,16612763
21100227,2012-01-21,16612737,16612739
21100208,2012-01-18,16612737,16612757
21100189,2012-01-16,16612737,16612761
21100172,2012-01-14,16612737,166127
21100154,2012-01-12,16612737,16612766
21100110,2012-01-07,16612737,16612741
21100094,2012-01-05,16612737,16612748
21100042,2011-12-30,16612737,16612751
21100025,2011-12-28,16612737,16612764
21001202,2011-04-11,16612737,16612748
21001149,2011-04-05,16612737,16612759
21001125,2011-04-01,16612737,16612738
21001105,2011-03-30,16612737,16612753
21001081,2011-03-26,16612737,16612751
21001051,2011-03-22,16612737,16612741
21001036,2011-03-20,16612737,16612765
21001020,2011-03-18,16612737,16612748
21001003,2011-03-16,16612737,16612743
21000977,2011-03-12,16612737,16612757
21000947,2011-03-08,16612737,16612747
21000933,2011-03-06,16612737,16612752
21000917,2011-03-04,16612737,166127
21000902,2011-03-02,16612737,16612741
21000796,2011-02-12,16612737,16612766
21000766,2011-02-08,16612737,16612755
21000738,2011-02-04,16612737,16612746
21000719,2011-02-02,16612737,16612761
21000684,2011-01-28,16612737,16612752
21000631,2011-01-21,16612737,166127
21000606,2011-01-17,16612737,16612758
21000587,2011-01-15,16612737,16612745
21000554,2011-03-15,16612737,16612749
21000536,2011-01-08,16612737,16612754
21000462,2010-12-29,16612737,16612744
21000421,2010-12-22,16612737,16612739
21000406,2010-12-20,16612737,16612753
21000385,2010-12-17,16612737,16612766
21000342,2010-12-11,16612737,16612754
21000309,2010-12-07,16612737,16612751
21000278,2010-12-03,16612737,16612755
21000261,2010-12-01,16612737,16612763
21000220,2010-11-25,16612737,16612764
21000195,2010-11-22,16612737,16612738
21000184,2010-11-20,16612737,16612742
21000139,2010-11-14,16612737,166127
21000121,2010-11-12,16612737,16612762
21000108,2010-11-10,16612737,16612749
